krneki;01-01;Kemp/Plaža;DAN-EXT.;2OFF Lara Off,1OFF Mark Off;Gaja Filač,Matej Zemljič;
19-05;Lj/Edvardovo Stanovanje/Kuhinja;DAN-INT.;3 Edvard,11 David;Aleš Valič,Blaž Valič;
19-06;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,1 Mark,21 Mia;Gaja Filač,Matej Zemljič,Zala Djurić;
19-07;Lj/Julijino Stanovanje/Kuhinja;DAN-INT.;10 Julija,19 Bb;Sabina Kogovšek,Valter Dragan;
19-08;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;258 Sanja,327OFF Tajnica Ministrstva Off;Nina Rakovec,Petra Bauman;
19-09;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;4 Dino,5 Saška,6 Meri,206 KEMP STANDARD (7);Matino Antunović,Mila Peršin,Vesna Pernarčič;
19-10;Lj/Julijino Stanovanje/Predsoba;DAN-INT.;10 Julija,19 Bb;Sabina Kogovšek,Valter Dragan;
19-11;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;3 Edvard,11 David;Aleš Valič,Blaž Valič;
19-12;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;258 Sanja;Nina Rakovec;
19-13;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,21 Mia;Gaja Filač,Zala Djurić;
19-14;Kemp/Recepcija;DAN-INT.;14 Hrvoje,6 Meri,328 Gospa,206 KEMP STANDARD (7);Alen Šalinović,Vesna Pernarčič;
19-15;Lj/Bistro Lotus;DAN-INT.;251 Roman,19 Bb,411 Natakarica,300 STATISTI LOTUS A 6x 10.4.;Uroš Smolej,Valter Dragan,Ksenija Žunić;
19-16;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;14 Hrvoje,12 Jana,6 Meri,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Vesna Pernarčič;
19-17;Kemp/Ex Renatova Parcela/Pred Prikolico;DAN-EXT.;7 Frenk,4 Dino,5 Saška,206 KEMP STANDARD (7);Gaber Trseglav,Matino Antunović,Mila Peršin;
19-18;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,18 Nina,210 LOKAL STANDARD (4);Gaja Filač,Melani Mekicar;
19-19;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;10 Julija,16 Ela,11 David,329 Policist 1,330 Policist 2;Sabina Kogovšek,Mei Rabič,Blaž Valič,Igor Korošec,Andrej Zakrajšek;
19-20;Lj/Bistro Lotus;DAN-INT.;251 Roman,19 Bb,411 Natakarica,300 STATISTI LOTUS A 6x 10.4.;Uroš Smolej,Valter Dragan,Ksenija Žunić;
19-21;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;14 Hrvoje,12 Jana,7 Frenk,6 Meri,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Gaber Trseglav,Vesna Pernarčič;
19-22;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,18 Nina,253 Žan,210 LOKAL STANDARD (4);Gaja Filač,Melani Mekicar,Domen Novak;
19-23;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;10 Julija,11 David,329 Policist 1,330 Policist 2;Sabina Kogovšek,Blaž Valič,Igor Korošec,Andrej Zakrajšek;
19-24;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;14 Hrvoje,12 Jana,7 Frenk,6 Meri,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Gaber Trseglav,Vesna Pernarčič;
19-25;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,1 Mark,21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);Gaja Filač,Matej Zemljič,Zala Djurić,Melani Mekicar,Domen Novak;
19-26;Lj/Pečnikova Pisarna;DAN-INT.;15 Pečnik,250 Operativec;Matija Rupel,Damjan M. Trbovc;
1;;DAN-INT.;;;
20-01;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,1 Mark,21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);Gaja Filač,Matej Zemljič,Zala Djurić,Melani Mekicar,Domen Novak;
20-02;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;10 Julija,11 David,329 Policist 1,330 Policist 2;Sabina Kogovšek,Blaž Valič,Igor Korošec,Andrej Zakrajšek;
20-03;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;14 Hrvoje,12 Jana,7 Frenk,6 Meri,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Gaber Trseglav,Vesna Pernarčič;
20-04;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,1 Mark,21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);Gaja Filač,Matej Zemljič,Zala Djurić,Melani Mekicar,Domen Novak;
20-05;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;10 Julija,11 David;Sabina Kogovšek,Blaž Valič;
20-06;Lj/Pečnikova Pisarna;DAN-INT.;19 Bb,15 Pečnik;Valter Dragan,Matija Rupel;
20-07;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,1 Mark,21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);Gaja Filač,Matej Zemljič,Zala Djurić,Melani Mekicar,Domen Novak;
20-08;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;7 Frenk,6 Meri,206 KEMP STANDARD (7);Gaber Trseglav,Vesna Pernarčič;
20-09;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;3 Edvard,10 Julija;Aleš Valič,Sabina Kogovšek;
20-10;Lj/Dolenčevo Stanovanje/Predsoba;DAN-INT.;19 Bb,258 Sanja;Valter Dragan,Nina Rakovec;
20-11;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.;1 Mark,21 Mia,10 Julija;Matej Zemljič,Zala Djurić,Sabina Kogovšek;
20-12;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,18 Nina,210 LOKAL STANDARD (4);Gaja Filač,Melani Mekicar;
20-13;Kemp/Recepcija;DAN-INT.;14 Hrvoje,4 Dino,6 Meri,206 KEMP STANDARD (7);Alen Šalinović,Matino Antunović,Vesna Pernarčič;
20-14;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;7 Frenk,5 Saška,206 KEMP STANDARD (7);Gaber Trseglav,Mila Peršin;
20-15;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;1 Mark,3 Edvard;Matej Zemljič,Aleš Valič;
20-16;Lj/Dolenčevo Stanovanje/Predsoba;DAN-INT.;19 Bb,258 Sanja;Valter Dragan,Nina Rakovec;
20-17;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;1 Mark,10 Julija,16 Ela;Matej Zemljič,Sabina Kogovšek,Mei Rabič;
20-18;Kemp/Restavracija;NOČ-INT.;14 Hrvoje,7 Frenk;Alen Šalinović,Gaber Trseglav;
20-19;Kemp/Ex Renatova Parcela/Pred Prikolico;NOČ-EXT;4 Dino,5 Saška,206 KEMP STANDARD (7);Matino Antunović,Mila Peršin;
20-20;Lj/Nadino Stanovanje/Dnevni Del;NOČ-INT.;2 Lara,13 Nada;Gaja Filač,Aleksandra Balmazović;
20-21;Lj/Markova Garsonjera/Kuhinja;NOČ-INT.;1 Mark,21 Mia,16 Ela;Matej Zemljič,Zala Djurić,Mei Rabič;
20-22;Lj/Steinerjeva Klinika/Pisarna;NOČ-INT.;10 Julija;Sabina Kogovšek;
20-23;Stockshot Nočne Ljubljane;NOČ-EXT;;;
20-24;Lj/Edvardovo Stanovanje/Dnevna Soba;NOČ-INT.;250 Operativec;Damjan M. Trbovc;
20-25;Lj/Edvardovo Stanovanje/Kuhinja;NOČ-INT.;3 Edvard;Aleš Valič;
20-26;Lj/Edvardovo Stanovanje/Dnevna Soba;NOČ-INT.;3 Edvard,250 Operativec;Aleš Valič,Damjan M. Trbovc;
21-01;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.;10 Julija;Sabina Kogovšek;
21-02;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;3 Edvard,10 Julija;Aleš Valič,Sabina Kogovšek;
21-03;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;252 Erika,258 Sanja,329 Policist 1,330 Policist 2;Bernarda Oman,Nina Rakovec,Igor Korošec,Andrej Zakrajšek;
21-04;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
21-05;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;3 Edvard,10 Julija;Aleš Valič,Sabina Kogovšek;
21-06;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia,16 Ela;Matej Zemljič,Zala Djurić,Mei Rabič;
21-07;Kemp/Ob Ogradi;DAN-EXT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
21-08;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;3 Edvard,10 Julija;Aleš Valič,Sabina Kogovšek;
21-09;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;161OFF Stane Off,258 Sanja;Bojan Maroševič,Nina Rakovec;
21-10;Lj/Pasaža/Lokal;DAN-INT.;21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);Zala Djurić,Melani Mekicar,Domen Novak;
21-11;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;
21-12;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;19 Bb,258 Sanja;Valter Dragan,Nina Rakovec;
21-13;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.;10 Julija;Sabina Kogovšek;
21-14;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;3 Edvard,10 Julija;Aleš Valič,Sabina Kogovšek;
21-15;Kemp/Ob Ogradi;DAN-EXT.;7 Frenk,4 Dino,206 KEMP STANDARD (7);Gaber Trseglav,Matino Antunović;
21-16;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;19 Bb,252 Erika,258 Sanja;Valter Dragan,Bernarda Oman,Nina Rakovec;
21-17;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.;3 Edvard,10 Julija;Aleš Valič,Sabina Kogovšek;
21-18;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,21 Mia,257 Dr. Mirt;Gaja Filač,Zala Djurić,Žiga Udir;
21-19;Kemp/Ob Ogradi;DAN-EXT.;7 Frenk,206 KEMP STANDARD (7);Gaber Trseglav;
21-20;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;
21-21;Lj/Steinerjeva Klinika/Shramba;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;
21-22;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
21-23;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek;
21-24;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,1 Mark;Gaja Filač,Matej Zemljič;
21-25;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb;Valter Dragan;
21-26;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,206 KEMP STANDARD (7);Aleš Valič;
22-01;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,1 Mark;Gaja Filač,Matej Zemljič;
22-02;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
22-03;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek;
22-04;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,1 Mark;Gaja Filač,Matej Zemljič;
22-05;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek;
22-06;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,15 Pečnik;Valter Dragan,Matija Rupel;
22-07;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,7 Frenk,206 KEMP STANDARD (7);Aleš Valič,Gaber Trseglav;
22-08;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,15 Pečnik,39OFF Tajnica Off;Valter Dragan,Matija Rupel,Vesna Ponorac;
22-09;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;
22-10;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,18 Nina,223 LOKAL A 4x 1.3.;Gaja Filač,Melani Mekicar;
22-11;Kemp/Ob Ogradi;DAN-EXT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
22-12;Lj/Pečnikova Pisarna;DAN-INT.;15 Pečnik,39OFF Tajnica Off;Matija Rupel,Vesna Ponorac;
22-13;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,18 Nina,223 LOKAL A 4x 1.3.;Gaja Filač,Melani Mekicar;
22-14;Kemp/Ob Ogradi;DAN-EXT.;14 Hrvoje,12 Jana,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Gaber Trseglav;
22-15;Lj/Pečnikova Pisarna;DAN-INT.;15 Pečnik,39OFF Tajnica Off;Matija Rupel,Vesna Ponorac;
22-16;Kemp/Restavracija;DAN-INT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
22-17;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,15 Pečnik;Valter Dragan,Matija Rupel;
22-18;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.;2 Lara,21 Mia,13 Nada;Gaja Filač,Zala Djurić,Aleksandra Balmazović;
22-19;Lj/Bistro Lotus;DAN-INT.;10 Julija,19 Bb,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Valter Dragan,Ksenija Žunić;
22-20;Lj/Nadino Stanovanje/Kopalnica;DAN-INT.;2 Lara,21 Mia,255 Vid;Gaja Filač,Zala Djurić,Gašper Lovrec;
22-21;Kemp/Restavracija;DAN-INT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
22-22;Lj/Bistro Lotus;DAN-INT.;10 Julija,19 Bb,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Valter Dragan,Ksenija Žunić;
22-23;Kemp/Janina Parcela/Avtodom;NOČ-INT.;12 Jana,14OFF Hrvoje Off,194OFF Črt Off,206 KEMP STANDARD (7);Tanja Potočnik,Alen Šalinović,Aljaž Tepina;
22-24;Kemp/Janina Parcela/Pred Avtodomom;NOČ-EXT.;14 Hrvoje,12 Jana,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Gaber Trseglav;
22-24A;Kemp/Janina Parcela/Avtodom;NOČ-INT.;12 Jana,14OFF Hrvoje Off,206 KEMP STANDARD (7);Tanja Potočnik,Alen Šalinović;
22-25;Lj/Nadino Stanovanje/Vhodna Veža;NOČ-INT.;2 Lara,255 Vid;Gaja Filač,Gašper Lovrec;
22-26;Lj/Dolenčevo Stanovanje/Dnevna Soba;NOČ-INT.;19 Bb,258 Sanja;Valter Dragan,Nina Rakovec;
23-01;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,255 Vid;Gaja Filač,Gašper Lovrec;
23-02;Kemp/Pot Čez Kemp;DAN-EXT.;14 Hrvoje,331 Mlajši Moški 1,332 Mlajši Moški 2,206 KEMP STANDARD (7);Alen Šalinović;
23-03;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;7 Frenk,5 Saška,206 KEMP STANDARD (7);Gaber Trseglav,Mila Peršin;
23-04;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,39 Tajnica;Valter Dragan,Vesna Ponorac;
23-05;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,255 Vid;Gaja Filač,Gašper Lovrec;
23-06;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;252 Erika,258 Sanja;Bernarda Oman,Nina Rakovec;
23-07;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;7 Frenk,5 Saška,206 KEMP STANDARD (7);Gaber Trseglav,Mila Peršin;
23-08;Lj/Pečnikova Pisarna;DAN-INT.;19 Bb,15 Pečnik;Valter Dragan,Matija Rupel;
23-09;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,1 Mark,21 Mia,255 Vid;Gaja Filač,Matej Zemljič,Zala Djurić,Gašper Lovrec;
23-10;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;252 Erika,258 Sanja;Bernarda Oman,Nina Rakovec;
23-11;Kemp/Sanitarije/Pred Sanitarijami;DAN-EXT.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;
23-12;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,21 Mia;Gaja Filač,Zala Djurić;
23-13;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;15 Pečnik,252 Erika,258 Sanja;Matija Rupel,Bernarda Oman,Nina Rakovec;
23-14;Kemp/Sanitarije/Pred Sanitarijami;DAN-EXT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
23-15;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,21 Mia,322 Sestra;Gaja Filač,Zala Djurić,Saša Majnarič;
23-16;Kemp/Bar Na Plaži;DAN-EXT.;4 Dino,5 Saška,258 Sanja,206 KEMP STANDARD (7),241 PAR - STAREJŠI GOSPOD IN GOSPA;Matino Antunović,Mila Peršin,Nina Rakovec;
23-17;Kemp/Pred recepcijo;DAN-EXT.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;
23-18;Kemp/Recepcija;DAN-INT.;14 Hrvoje,12 Jana;Alen Šalinović,Tanja Potočnik;
23-19;Kemp/Stanetova Parcela;DAN-EXT.;3 Edvard,4 Dino,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Matino Antunović,Nina Rakovec;
23-20;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia,10 Julija;Matej Zemljič,Zala Djurić,Sabina Kogovšek;
23-21;Kemp/Recepcija;DAN-INT.;14 Hrvoje,12 Jana;Alen Šalinović,Tanja Potočnik;
23-22;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia,10 Julija;Matej Zemljič,Zala Djurić,Sabina Kogovšek;
23-23;Lj/Pasaža/Lokal;DAN-INT.;18 Nina,253 Žan,223 LOKAL A 4x 1.3.;Melani Mekicar,Domen Novak;
23-24;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Nina Rakovec;
23-25;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
24-01;Kemp/Stanetova Parcela/Pred Prikolico;DAN-EXT.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Nina Rakovec;
24-02;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;
24-03;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;
24-04;Kemp/Stanetova Parcela/Pred Prikolico;DAN-EXT.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Nina Rakovec;
24-05;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;
24-06;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,39 Tajnica,258PS Sanja PS;Valter Dragan,Vesna Ponorac,Nina Rakovec;
24-07;Kemp/Stanetova Parcela/Prikolica;DAN-INT./EXT.;258 Sanja,19PS BB PS,206 KEMP STANDARD (7);Nina Rakovec,Valter Dragan;
24-08;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;14 Hrvoje,3 Edvard,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Aleš Valič,Gaber Trseglav;
24-09;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;2 Lara,1 Mark,259 Uroš;Gaja Filač,Matej Zemljič,Stane Tomazin;
24-10;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;21 Mia,10 Julija;Zala Djurić,Sabina Kogovšek;
24-11;Lj/Bistro Lotus;DAN-INT.;19 Bb,15 Pečnik,252 Erika,202 Natakar,212 LOTUS VEČ (?),242 HOSTESA S KANAPEJI,243 HOSTESA S PENINO;Valter Dragan,Matija Rupel,Bernarda Oman;
24-12;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;14 Hrvoje,3 Edvard,7 Frenk,206 KEMP STANDARD (7);Alen Šalinović,Aleš Valič,Gaber Trseglav;
24-13;Lj/Bistro Lotus;DAN-INT.;15 Pečnik,252 Erika,202 Natakar,212 LOTUS VEČ (?),242 HOSTESA S KANAPEJI,243 HOSTESA S PENINO;Matija Rupel,Bernarda Oman;
24-14;Kemp/Stanetova Parcela/Pred Prikolico;DAN-EXT.;3 Edvard,7 Frenk,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Gaber Trseglav,Nina Rakovec;
24-15;Kemp/Potapljaški Klub/Skladišče opreme;DAN-INT./EXT.;4 Dino,5 Saška,206 KEMP STANDARD (7),1000 Voziček;Matino Antunović,Mila Peršin;
24-16;Lj/Bistro Lotus;DAN-INT.;15 Pečnik,252 Erika,202 Natakar,212 LOTUS VEČ (?),242 HOSTESA S KANAPEJI,243 HOSTESA S PENINO;Matija Rupel,Bernarda Oman;
24-17;Kemp/Stanetova Parcela/Pred Prikolico;DAN-EXT.;3 Edvard,7 Frenk,5 Saška,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Gaber Trseglav,Mila Peršin,Nina Rakovec;
24-18;Lj/Bistro Lotus;DAN-INT.;21 Mia,10 Julija,19 Bb,252 Erika,340 Gost banketa 1,341 Gost banketa 2,342 Gost banketa 3,202 Natakar,212 LOTUS VEČ (?),242 HOSTESA S KANAPEJI,243 HOSTESA S PENINO;Zala Djurić,Sabina Kogovšek,Valter Dragan,Bernarda Oman;
24-19;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;2 Lara,1 Mark,259 Uroš;Gaja Filač,Matej Zemljič,Stane Tomazin;
24-20;Kemp/Naravna plaža;DAN-EXT.;14 Hrvoje,12 Jana,337 Starejša gospa 2,338 Starejši gospod 2,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;
24-21;Kemp/Pot Mimo Stanetove Parcele;DAN-EXT.;7 Frenk,5 Saška,206 KEMP STANDARD (7);Gaber Trseglav,Mila Peršin;
24-22;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;15 Pečnik;Matija Rupel;
24-23;Kemp/Naravna plaža;DAN-EXT.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;
24-24;Kemp/Stanetova Parcela/Pred Prikolico;DAN-EXT.;3 Edvard,7 Frenk,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Gaber Trseglav,Nina Rakovec;
24-25;Lj/Bistro Lotus;DAN-INT.;21 Mia,10 Julija,251 Roman,19 Bb,252 Erika,253 Žan,339 Žanov Oče,340 Gost banketa 1,341 Gost banketa 2,342 Gost banketa 3,202 Natakar,212 LOTUS VEČ (?),242 HOSTESA S KANAPEJI,243 HOSTESA S PENINO;Zala Djurić,Sabina Kogovšek,Uroš Smolej,Valter Dragan,Bernarda Oman,Domen Novak,Jože Šmid;
24-26;Kemp/Edvardova parcela/Prikolica;DAN-INT./EXT.;3 Edvard,206 KEMP STANDARD (7);Aleš Valič;
25-01;Kemp/Stanetova Parcela/Pred Prikolico;DAN-EXT.;7 Frenk,258 Sanja,206 KEMP STANDARD (7);Gaber Trseglav,Nina Rakovec;
25-02;Lj/Bistro Lotus;DAN-INT.;21 Mia,10 Julija,251 Roman,19 Bb,252 Erika,253 Žan,339 Žanov Oče,340 Gost banketa 1,341 Gost banketa 2,342 Gost banketa 3,202 Natakar,212 LOTUS VEČ (?),242 HOSTESA S KANAPEJI,243 HOSTESA S PENINO;Zala Djurić,Sabina Kogovšek,Uroš Smolej,Valter Dragan,Bernarda Oman,Domen Novak,Jože Šmid;
25-03;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;2 Lara,1 Mark,259 Uroš;Gaja Filač,Matej Zemljič,Stane Tomazin;
25-04;Kemp/Restavracija;DAN-INT.;14 Hrvoje,12 Jana;Alen Šalinović,Tanja Potočnik;
25-05;Kemp/Edvardova parcela/Baldahin;DAN-EXT.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Nina Rakovec;
25-06;Lj/Bistro Lotus;DAN-INT.;21 Mia,10 Julija,251 Roman,19 Bb,252 Erika,253 Žan,339 Žanov Oče,340 Gost banketa 1,341 Gost banketa 2,342 Gost banketa 3,212 LOTUS VEČ (?);Zala Djurić,Sabina Kogovšek,Uroš Smolej,Valter Dragan,Bernarda Oman,Domen Novak,Jože Šmid;
25-07;Lj/Bistro Lotus;DAN-INT.;21 Mia,10 Julija,251 Roman,19 Bb,252 Erika,253 Žan,339 Žanov Oče,340 Gost banketa 1,341 Gost banketa 2,342 Gost banketa 3,212 LOTUS VEČ (?),242 HOSTESA S KANAPEJI,243 HOSTESA S PENINO;Zala Djurić,Sabina Kogovšek,Uroš Smolej,Valter Dragan,Bernarda Oman,Domen Novak,Jože Šmid;
25-08;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;2 Lara,1 Mark,259 Uroš;Gaja Filač,Matej Zemljič,Stane Tomazin;
25-09;Kemp/Restavracija;DAN-INT.;14 Hrvoje,12 Jana;Alen Šalinović,Tanja Potočnik;
25-10;Kemp/Stanetova Parcela/Pred Prikolico;DAN-EXT.;3 Edvard,7 Frenk,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Gaber Trseglav,Nina Rakovec;
25-11;Lj/Bistro Lotus;DAN-INT.;21 Mia,10 Julija,251 Roman,19 Bb,252 Erika,253 Žan,339 Žanov Oče,340 Gost banketa 1,341 Gost banketa 2,342 Gost banketa 3,212 LOTUS VEČ (?);Zala Djurić,Sabina Kogovšek,Uroš Smolej,Valter Dragan,Bernarda Oman,Domen Novak,Jože Šmid;
